Model,Best_Epoch,Threshold,Validation_Accuracy,Validation_Precision,Validation_Recall,Validation_F1,Validation_ROC_AUC,Validation_PR_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC_AUC,Test_PR_AUC
PyTorch GRU,6,0.49999999999999994,0.959731543624161,0.9512195121951219,1.0,0.975,0.9642094017094017,0.9889682789748399,0.9205298013245033,0.8378378378378378,1.0,0.9117647058823529,0.9907575208408843,0.9785616490941583
