Experiment,Model,Best_Epoch,Threshold,Internal_Validation_F1,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC_AUC,Test_PR_AUC
Unseen Infilteration,PyTorch GRU,2,0.5,0.7296416938110749,0.3505747126436782,0.3505747126436782,1.0,0.5191489361702127,0.6286893305607942,0.4892319364520277
