Feature,Importance,Timestep,Feature_Index,Real_Feature,Feature_Family,Temporal_or_Base
timestep_5_feature_21,0.0,5,21,Flow_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_25,0.0,5,25,Flow_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_107,0.0,3,107,Avg_Bwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_108,0.0,3,108,Avg_Bwd_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_3_feature_22,0.0,3,22,Flow_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_3_feature_25,0.0,3,25,Flow_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_26,0.0,3,26,Flow_Count_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_78,0.0,9,78,Avg_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_81,0.0,9,81,Avg_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_9_feature_82,0.0,9,82,Avg_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_62,0.0,9,62,Avg_Bwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_65,0.0,9,65,Avg_Bwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_26,0.0,5,26,Flow_Count_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_68,0.0,9,68,Avg_Bytes_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_69,0.0,9,69,Avg_Bytes_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_70,0.0,9,70,Avg_Bytes_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_73,0.0,9,73,Avg_Bytes_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_9_feature_74,0.0,9,74,Avg_Bytes_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_75,0.0,9,75,Avg_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_1_feature_101,0.0,1,101,Avg_Fwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_102,0.0,1,102,Avg_Fwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_117,0.0,2,117,SYN_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_118,0.0,2,118,SYN_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_92,0.0,9,92,Avg_Packet_Length_Std_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_93,0.0,9,93,Avg_Packet_Length_Std_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_94,0.0,9,94,Avg_Packet_Length_Std_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_97,0.0,9,97,Avg_Packet_Length_Std_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_121,0.0,2,121,SYN_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_9_feature_99,0.0,9,99,Avg_Fwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_100,0.0,9,100,Avg_Fwd_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_1_feature_106,0.0,1,106,Avg_Fwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_107,0.0,1,107,Avg_Bwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_2_feature_122,0.0,2,122,SYN_Count_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_109,0.0,1,109,Avg_Bwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_111,0.0,1,111,Avg_Bwd_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_1_feature_114,0.0,1,114,Avg_Bwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_115,0.0,1,115,SYN_Count_Diff1,Difference,Temporal / Behaviour
timestep_1_feature_116,0.0,1,116,SYN_Count_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_77,0.0,9,77,Avg_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_3_feature_70,0.0,3,70,Avg_Bytes_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_107,0.0,9,107,Avg_Bwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_108,0.0,9,108,Avg_Bwd_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_109,0.0,9,109,Avg_Bwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_110,0.0,9,110,Avg_Bwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_113,0.0,9,113,Avg_Bwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_9_feature_115,0.0,9,115,SYN_Count_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_116,0.0,9,116,SYN_Count_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_117,0.0,9,117,SYN_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_118,0.0,9,118,SYN_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_83,0.0,9,83,Avg_Packet_Length_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_84,0.0,9,84,Avg_Packet_Length_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_85,0.0,9,85,Avg_Packet_Length_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_86,0.0,9,86,Avg_Packet_Length_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_89,0.0,9,89,Avg_Packet_Length_ZScore5,Z-Score,Temporal / Behaviour
timestep_9_feature_91,0.0,9,91,Avg_Packet_Length_Std_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_101,0.0,9,101,Avg_Fwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_103,0.0,9,103,Avg_Fwd_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_105,0.0,9,105,Avg_Fwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_27,0.0,3,27,Avg_Flow_Duration_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_28,0.0,3,28,Avg_Flow_Duration_Diff5,Difference,Temporal / Behaviour
timestep_3_feature_29,0.0,3,29,Avg_Flow_Duration_PctChange1,Percentage Change,Temporal / Behaviour
timestep_3_feature_30,0.0,3,30,Avg_Flow_Duration_PctChange5,Percentage Change,Temporal / Behaviour
timestep_3_feature_34,0.0,3,34,Avg_Flow_Duration_Slope5,Slope,Temporal / Behaviour
timestep_3_feature_83,0.0,3,83,Avg_Packet_Length_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_84,0.0,3,84,Avg_Packet_Length_Diff5,Difference,Temporal / Behaviour
timestep_3_feature_85,0.0,3,85,Avg_Packet_Length_PctChange1,Percentage Change,Temporal / Behaviour
timestep_3_feature_86,0.0,3,86,Avg_Packet_Length_PctChange5,Percentage Change,Temporal / Behaviour
timestep_3_feature_89,0.0,3,89,Avg_Packet_Length_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_67,0.0,3,67,Avg_Bytes_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_68,0.0,3,68,Avg_Bytes_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_3_feature_69,0.0,3,69,Avg_Bytes_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_141,0.0,9,141,ACK_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_142,0.0,9,142,ACK_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_143,0.0,9,143,ACK_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_146,0.0,9,146,ACK_Count_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_122,0.0,9,122,SYN_Count_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_123,0.0,9,123,RST_Count_Diff1,Difference,Temporal / Behaviour
timestep_1_feature_85,0.0,1,85,Avg_Packet_Length_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_89,0.0,1,89,Avg_Packet_Length_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_90,0.0,1,90,Avg_Packet_Length_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_92,0.0,1,92,Avg_Packet_Length_Std_Diff5,Difference,Temporal / Behaviour
timestep_1_feature_93,0.0,1,93,Avg_Packet_Length_Std_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_97,0.0,1,97,Avg_Packet_Length_Std_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_98,0.0,1,98,Avg_Packet_Length_Std_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_99,0.0,1,99,Avg_Fwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_2_feature_123,0.0,2,123,RST_Count_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_125,0.0,9,125,RST_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_125,0.0,2,125,RST_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_70,0.0,1,70,Avg_Bytes_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_129,0.0,2,129,RST_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_9_feature_129,0.0,9,129,RST_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_130,0.0,2,130,RST_Count_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_131,0.0,9,131,PSH_Count_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_132,0.0,9,132,PSH_Count_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_133,0.0,9,133,PSH_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_134,0.0,9,134,PSH_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_137,0.0,9,137,PSH_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_9_feature_138,0.0,9,138,PSH_Count_Slope5,Slope,Temporal / Behaviour
timestep_9_feature_139,0.0,9,139,ACK_Count_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_149,0.0,9,149,Unique_Destination_Ports_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_131,0.0,2,131,PSH_Count_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_73,0.0,3,73,Avg_Bytes_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_75,0.0,3,75,Avg_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_76,0.0,3,76,Avg_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_3_feature_77,0.0,3,77,Avg_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_3_feature_78,0.0,3,78,Avg_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_3_feature_79,0.0,3,79,Avg_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_3_feature_81,0.0,3,81,Avg_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_19,0.0,3,19,Flow_Count_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_20,0.0,3,20,Flow_Count_Diff5,Difference,Temporal / Behaviour
timestep_3_feature_21,0.0,3,21,Flow_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_3_feature_50,0.0,3,50,Avg_Bwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_3_feature_52,0.0,3,52,Avg_Fwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_3_feature_53,0.0,3,53,Avg_Fwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_9_feature_154,0.0,9,154,Unique_Destination_Ports_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_73,0.0,1,73,Avg_Bytes_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_74,0.0,1,74,Avg_Bytes_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_75,0.0,1,75,Avg_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_105,0.0,3,105,Avg_Fwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_79,0.0,1,79,Avg_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_1_feature_80,0.0,1,80,Avg_Packets_Per_Second_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_1_feature_81,0.0,1,81,Avg_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_82,0.0,1,82,Avg_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_83,0.0,1,83,Avg_Packet_Length_Diff1,Difference,Temporal / Behaviour
timestep_1_feature_84,0.0,1,84,Avg_Packet_Length_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_19,0.0,10,19,Flow_Count_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_20,0.0,10,20,Flow_Count_Diff5,Difference,Temporal / Behaviour
timestep_9_feature_148,0.0,9,148,Unique_Destination_Ports_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_46,0.0,10,46,Avg_Bwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_49,0.0,10,49,Avg_Bwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_10_feature_51,0.0,10,51,Avg_Fwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_52,0.0,10,52,Avg_Fwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_26,0.0,10,26,Flow_Count_Slope5,Slope,Temporal / Behaviour
timestep_10_feature_27,0.0,10,27,Avg_Flow_Duration_Diff1,Difference,Temporal / Behaviour
timestep_1_feature_57,0.0,1,57,Avg_Fwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_58,0.0,1,58,Avg_Fwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_59,0.0,1,59,Avg_Bwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_1_feature_60,0.0,1,60,Avg_Bwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_1_feature_61,0.0,1,61,Avg_Bwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_62,0.0,1,62,Avg_Bwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_1_feature_65,0.0,1,65,Avg_Bwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_67,0.0,1,67,Avg_Bytes_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_1_feature_68,0.0,1,68,Avg_Bytes_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_5_feature_38,0.0,5,38,Avg_Fwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_3_feature_57,0.0,3,57,Avg_Fwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_59,0.0,3,59,Avg_Bwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_61,0.0,3,61,Avg_Bwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_3_feature_62,0.0,3,62,Avg_Bwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_5_feature_41,0.0,5,41,Avg_Fwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_65,0.0,3,65,Avg_Bwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_66,0.0,3,66,Avg_Bwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_5_feature_42,0.0,5,42,Avg_Fwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_10_feature_154,0.0,10,154,Unique_Destination_Ports_Slope5,Slope,Temporal / Behaviour
timestep_10_feature_37,0.0,10,37,Avg_Fwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_42,0.0,10,42,Avg_Fwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_10_feature_43,0.0,10,43,Avg_Bwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_44,0.0,10,44,Avg_Bwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_45,0.0,10,45,Avg_Bwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_89,0.0,10,89,Avg_Packet_Length_ZScore5,Z-Score,Temporal / Behaviour
timestep_10_feature_90,0.0,10,90,Avg_Packet_Length_Slope5,Slope,Temporal / Behaviour
timestep_10_feature_91,0.0,10,91,Avg_Packet_Length_Std_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_53,0.0,10,53,Avg_Fwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_54,0.0,10,54,Avg_Fwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_57,0.0,10,57,Avg_Fwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_10_feature_58,0.0,10,58,Avg_Fwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_10_feature_59,0.0,10,59,Avg_Bwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_60,0.0,10,60,Avg_Bwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_62,0.0,10,62,Avg_Bwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_65,0.0,10,65,Avg_Bwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_44,0.0,5,44,Avg_Bwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_68,0.0,10,68,Avg_Bytes_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_70,0.0,10,70,Avg_Bytes_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_30,0.0,10,30,Avg_Flow_Duration_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_33,0.0,10,33,Avg_Flow_Duration_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_49,0.0,1,49,Avg_Bwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_45,0.0,5,45,Avg_Bwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_46,0.0,5,46,Avg_Bwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_92,0.0,10,92,Avg_Packet_Length_Std_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_93,0.0,10,93,Avg_Packet_Length_Std_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_94,0.0,10,94,Avg_Packet_Length_Std_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_74,0.0,10,74,Avg_Bytes_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_10_feature_75,0.0,10,75,Avg_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_76,0.0,10,76,Avg_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_78,0.0,10,78,Avg_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_82,0.0,10,82,Avg_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_10_feature_83,0.0,10,83,Avg_Packet_Length_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_85,0.0,10,85,Avg_Packet_Length_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_86,0.0,10,86,Avg_Packet_Length_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_105,0.0,10,105,Avg_Fwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_10_feature_106,0.0,10,106,Avg_Fwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_10_feature_107,0.0,10,107,Avg_Bwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_108,0.0,10,108,Avg_Bwd_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_110,0.0,10,110,Avg_Bwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_115,0.0,10,115,SYN_Count_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_116,0.0,10,116,SYN_Count_Diff5,Difference,Temporal / Behaviour
timestep_1_feature_37,0.0,1,37,Avg_Fwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_38,0.0,1,38,Avg_Fwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_1_feature_41,0.0,1,41,Avg_Fwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_42,0.0,1,42,Avg_Fwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_1_feature_43,0.0,1,43,Avg_Bwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_1_feature_44,0.0,1,44,Avg_Bwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_1_feature_45,0.0,1,45,Avg_Bwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_46,0.0,1,46,Avg_Bwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_102,0.0,10,102,Avg_Fwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_4_feature_122,0.0,4,122,SYN_Count_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_123,0.0,4,123,RST_Count_Diff1,Difference,Temporal / Behaviour
timestep_1_feature_19,0.0,1,19,Flow_Count_Diff1,Difference,Temporal / Behaviour
timestep_1_feature_20,0.0,1,20,Flow_Count_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_141,0.0,10,141,ACK_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_144,0.0,10,144,ACK_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_10_feature_148,0.0,10,148,Unique_Destination_Ports_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_149,0.0,10,149,Unique_Destination_Ports_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_21,0.0,1,21,Flow_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_22,0.0,1,22,Flow_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_1_feature_25,0.0,1,25,Flow_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_3_feature_36,0.0,3,36,Avg_Fwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_3_feature_35,0.0,3,35,Avg_Fwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_37,0.0,3,37,Avg_Fwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_3_feature_38,0.0,3,38,Avg_Fwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_3_feature_42,0.0,3,42,Avg_Fwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_3_feature_43,0.0,3,43,Avg_Bwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_44,0.0,3,44,Avg_Bwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_3_feature_45,0.0,3,45,Avg_Bwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_3_feature_46,0.0,3,46,Avg_Bwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_3_feature_49,0.0,3,49,Avg_Bwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_10_feature_117,0.0,10,117,SYN_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_118,0.0,10,118,SYN_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_122,0.0,10,122,SYN_Count_Slope5,Slope,Temporal / Behaviour
timestep_10_feature_123,0.0,10,123,RST_Count_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_101,0.0,10,101,Avg_Fwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_1_feature_77,0.0,1,77,Avg_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
