Experiment,Accuracy,Precision,Recall,F1,ROC_AUC,PR_AUC,Threshold
Unseen Infilteration,0.6743295019157088,0.9333333333333333,0.07650273224043716,0.1414141414141414,0.6556732272675984,0.5851611824185339,0.5
