Model,Features,History_Minutes,Forecast_Minutes,Unseen_Attack,Threshold,Accuracy,Precision,Recall,F1,ROC_AUC,PR_AUC,TN,FP,FN,TP
Enhanced XGBoost,161,10,15,Infilteration,0.5,0.6666666666666666,1.0,0.0546448087431694,0.10362694300518134,0.6506147540983608,0.601305715927289,336,0,173,10
