Model,Curve,X,Y,Threshold
Original XGBoost,ROC,0.5781710914454278,0.7595628415300546,0.035167813
Original XGBoost,ROC,0.5811209439528023,0.7595628415300546,0.03504942
Original XGBoost,ROC,0.5811209439528023,0.7650273224043715,0.035034318
Original XGBoost,ROC,0.5870206489675516,0.7650273224043715,0.03449121
Original XGBoost,ROC,0.5870206489675516,0.7704918032786885,0.034369964
Original XGBoost,ROC,0.6047197640117994,0.7704918032786885,0.03349905
Original XGBoost,ROC,0.6047197640117994,0.7759562841530054,0.03336364
Original XGBoost,ROC,0.640117994100295,0.7759562841530054,0.031343214
Original XGBoost,ROC,0.640117994100295,0.7814207650273224,0.031167055
Original XGBoost,ROC,0.6489675516224189,0.7814207650273224,0.030949142
Original XGBoost,ROC,0.6489675516224189,0.7868852459016393,0.030823782
Original XGBoost,ROC,0.6548672566371682,0.7868852459016393,0.0306476
Original XGBoost,ROC,0.6548672566371682,0.7923497267759563,0.030489901
Original XGBoost,ROC,0.6696165191740413,0.7923497267759563,0.02997243
Original XGBoost,ROC,0.6696165191740413,0.7978142076502732,0.029812101
Original XGBoost,ROC,0.6843657817109144,0.7978142076502732,0.029306987
Original XGBoost,ROC,0.6843657817109144,0.8032786885245902,0.029248185
Original XGBoost,ROC,0.6902654867256637,0.8032786885245902,0.029201282
Original XGBoost,ROC,0.6902654867256637,0.8087431693989071,0.028885739
Original XGBoost,ROC,0.6932153392330384,0.8087431693989071,0.028863173
Original XGBoost,ROC,0.6932153392330384,0.8142076502732241,0.028855797
Original XGBoost,ROC,0.7079646017699115,0.8142076502732241,0.028406302
Original XGBoost,ROC,0.7079646017699115,0.819672131147541,0.028139671
Original XGBoost,ROC,0.7109144542772862,0.819672131147541,0.028071314
Original XGBoost,ROC,0.7109144542772862,0.825136612021858,0.02798942
Original XGBoost,ROC,0.7168141592920354,0.825136612021858,0.027739495
Original XGBoost,ROC,0.7168141592920354,0.8306010928961749,0.027678013
Original XGBoost,ROC,0.7345132743362832,0.8306010928961749,0.026935484
Original XGBoost,ROC,0.7345132743362832,0.8360655737704918,0.026543284
Original XGBoost,ROC,0.7551622418879056,0.8360655737704918,0.025595266
Original XGBoost,ROC,0.7551622418879056,0.8469945355191257,0.02551534
Original XGBoost,ROC,0.7581120943952803,0.8469945355191257,0.025425725
Original XGBoost,ROC,0.7581120943952803,0.8633879781420765,0.025059102
Original XGBoost,ROC,0.7610619469026548,0.8633879781420765,0.02505443
Original XGBoost,ROC,0.7610619469026548,0.8743169398907104,0.02493714
Original XGBoost,ROC,0.7669616519174042,0.8743169398907104,0.024873437
Original XGBoost,ROC,0.7669616519174042,0.8797814207650273,0.024811585
Original XGBoost,ROC,0.7787610619469026,0.8797814207650273,0.024338493
Original XGBoost,ROC,0.7787610619469026,0.8907103825136612,0.024251346
Original XGBoost,ROC,0.7876106194690266,0.8907103825136612,0.024075402
Original XGBoost,ROC,0.7876106194690266,0.8961748633879781,0.02370342
