Model,Curve,X,Y,Threshold
Original XGBoost,PR,0.7650273224043715,0.41297935103244837,0.03449121
Original XGBoost,PR,0.7650273224043715,0.41420118343195267,0.034556266
Original XGBoost,PR,0.7650273224043715,0.41543026706231456,0.035034318
Original XGBoost,PR,0.7595628415300546,0.41369047619047616,0.03504942
Original XGBoost,PR,0.7595628415300546,0.41492537313432837,0.035167813
Original XGBoost,PR,0.7540983606557377,0.41317365269461076,0.035235964
Original XGBoost,PR,0.7540983606557377,0.4144144144144144,0.03526656
Original XGBoost,PR,0.7540983606557377,0.41566265060240964,0.03536495
Original XGBoost,PR,0.7540983606557377,0.4169184290030212,0.03646152
Original XGBoost,PR,0.7540983606557377,0.41818181818181815,0.036470894
Original XGBoost,PR,0.7540983606557377,0.4194528875379939,0.03647883
Original XGBoost,PR,0.7486338797814208,0.4176829268292683,0.036534462
Original XGBoost,PR,0.7486338797814208,0.41896024464831805,0.03656096
Original XGBoost,PR,0.7431693989071039,0.4171779141104294,0.037021652
Original XGBoost,PR,0.7431693989071039,0.41846153846153844,0.037086725
Original XGBoost,PR,0.7431693989071039,0.41975308641975306,0.03729272
Original XGBoost,PR,0.7431693989071039,0.42105263157894735,0.03736757
Original XGBoost,PR,0.7431693989071039,0.422360248447205,0.037508275
Original XGBoost,PR,0.7431693989071039,0.4236760124610592,0.037531212
Original XGBoost,PR,0.7431693989071039,0.425,0.03761705
Original XGBoost,PR,0.7431693989071039,0.4263322884012539,0.037618577
Original XGBoost,PR,0.7431693989071039,0.4276729559748428,0.037666813
Original XGBoost,PR,0.7377049180327869,0.42586750788643535,0.037695717
Original XGBoost,PR,0.7377049180327869,0.4272151898734177,0.037706997
Original XGBoost,PR,0.73224043715847,0.4253968253968254,0.037749887
Original XGBoost,PR,0.726775956284153,0.42356687898089174,0.037862625
Original XGBoost,PR,0.726775956284153,0.4249201277955272,0.037882157
Original XGBoost,PR,0.726775956284153,0.42628205128205127,0.03815054
Original XGBoost,PR,0.726775956284153,0.42765273311897106,0.038407505
Original XGBoost,PR,0.7213114754098361,0.4258064516129032,0.038411353
Original XGBoost,PR,0.7158469945355191,0.42394822006472493,0.03841161
Original XGBoost,PR,0.7158469945355191,0.4253246753246753,0.038767707
Original XGBoost,PR,0.7103825136612022,0.4234527687296417,0.038802195
Original XGBoost,PR,0.7049180327868853,0.4215686274509804,0.038803563
Original XGBoost,PR,0.7049180327868853,0.42295081967213116,0.039166696
Original XGBoost,PR,0.6994535519125683,0.42105263157894735,0.039349217
Original XGBoost,PR,0.6994535519125683,0.42244224422442245,0.039543644
Original XGBoost,PR,0.6994535519125683,0.423841059602649,0.03959177
Original XGBoost,PR,0.6994535519125683,0.42524916943521596,0.039756507
Original XGBoost,PR,0.6994535519125683,0.4266666666666667,0.039811324
Original XGBoost,PR,0.6994535519125683,0.4280936454849498,0.039874833
Original XGBoost,PR,0.6939890710382514,0.4261744966442953,0.040703014
Original XGBoost,PR,0.6939890710382514,0.4276094276094276,0.040743038
Original XGBoost,PR,0.6939890710382514,0.42905405405405406,0.040997904
Original XGBoost,PR,0.6885245901639344,0.4271186440677966,0.04102481
Original XGBoost,PR,0.6830601092896175,0.42517006802721086,0.041094348
Original XGBoost,PR,0.6830601092896175,0.42662116040955633,0.04156509
Original XGBoost,PR,0.6830601092896175,0.4280821917808219,0.042067643
Original XGBoost,PR,0.6830601092896175,0.42955326460481097,0.042209413
Original XGBoost,PR,0.6830601092896175,0.43103448275862066,0.04234257
Original XGBoost,PR,0.6830601092896175,0.43252595155709345,0.042366657
Original XGBoost,PR,0.6830601092896175,0.4340277777777778,0.042398144
Original XGBoost,PR,0.6775956284153005,0.43205574912891986,0.042675946
Original XGBoost,PR,0.6721311475409836,0.43006993006993005,0.04294477
Original XGBoost,PR,0.6721311475409836,0.43157894736842106,0.04295605
Original XGBoost,PR,0.6666666666666666,0.4295774647887324,0.043055244
Original XGBoost,PR,0.6666666666666666,0.43109540636042404,0.043166965
Original XGBoost,PR,0.6666666666666666,0.4326241134751773,0.043189432
Original XGBoost,PR,0.6666666666666666,0.43416370106761565,0.0441253
Original XGBoost,PR,0.6612021857923497,0.43214285714285716,0.044237453
Original XGBoost,PR,0.6612021857923497,0.4336917562724014,0.044465292
Original XGBoost,PR,0.6612021857923497,0.4352517985611511,0.04478926
Original XGBoost,PR,0.6612021857923497,0.4368231046931408,0.044848364
Original XGBoost,PR,0.6612021857923497,0.4384057971014493,0.044921894
Original XGBoost,PR,0.6612021857923497,0.44,0.04517997
Original XGBoost,PR,0.6557377049180327,0.43795620437956206,0.045261893
Original XGBoost,PR,0.6557377049180327,0.43956043956043955,0.04534959
Original XGBoost,PR,0.6557377049180327,0.4411764705882353,0.045569524
Original XGBoost,PR,0.6502732240437158,0.43911439114391143,0.045635447
Original XGBoost,PR,0.6502732240437158,0.44074074074074077,0.04585893
Original XGBoost,PR,0.6502732240437158,0.4423791821561338,0.045906544
Original XGBoost,PR,0.644808743169399,0.44029850746268656,0.046248462
Original XGBoost,PR,0.644808743169399,0.4419475655430712,0.046269517
Original XGBoost,PR,0.639344262295082,0.4398496240601504,0.046386972
Original XGBoost,PR,0.6338797814207651,0.4377358490566038,0.046486113
Original XGBoost,PR,0.6338797814207651,0.4393939393939394,0.04655399
Original XGBoost,PR,0.6284153005464481,0.4372623574144487,0.04659056
Original XGBoost,PR,0.6284153005464481,0.4389312977099237,0.04748128
Original XGBoost,PR,0.6284153005464481,0.44061302681992337,0.0476304
Original XGBoost,PR,0.6284153005464481,0.4423076923076923,0.047842447
Original XGBoost,PR,0.6284153005464481,0.444015444015444,0.047981273
Original XGBoost,PR,0.6229508196721312,0.4418604651162791,0.048330598
Original XGBoost,PR,0.6229508196721312,0.44357976653696496,0.04843742
Original XGBoost,PR,0.6229508196721312,0.4453125,0.048746694
Original XGBoost,PR,0.6174863387978142,0.44313725490196076,0.048972588
Original XGBoost,PR,0.6174863387978142,0.4448818897637795,0.049200773
Original XGBoost,PR,0.6174863387978142,0.44664031620553357,0.04931714
Original XGBoost,PR,0.6120218579234973,0.4444444444444444,0.04935212
Original XGBoost,PR,0.6065573770491803,0.44223107569721115,0.04960235
Original XGBoost,PR,0.6065573770491803,0.444,0.049667165
Original XGBoost,PR,0.6010928961748634,0.44176706827309237,0.0497991
Original XGBoost,PR,0.6010928961748634,0.4435483870967742,0.050554644
Original XGBoost,PR,0.5956284153005464,0.44129554655870445,0.05080799
Original XGBoost,PR,0.5956284153005464,0.44308943089430897,0.05087416
Original XGBoost,PR,0.5901639344262295,0.44081632653061226,0.051099945
Original XGBoost,PR,0.5901639344262295,0.4426229508196721,0.051322553
Original XGBoost,PR,0.5901639344262295,0.4444444444444444,0.052004866
Original XGBoost,PR,0.5846994535519126,0.44214876033057854,0.052782018
Original XGBoost,PR,0.5846994535519126,0.44398340248962653,0.052807402
Original XGBoost,PR,0.5792349726775956,0.44166666666666665,0.05369105
Original XGBoost,PR,0.5792349726775956,0.4435146443514644,0.05426288
Original XGBoost,PR,0.5737704918032787,0.4411764705882353,0.0544173
Original XGBoost,PR,0.5737704918032787,0.4430379746835443,0.054852277
Original XGBoost,PR,0.5737704918032787,0.4449152542372881,0.055521604
Original XGBoost,PR,0.5737704918032787,0.44680851063829785,0.055829145
Original XGBoost,PR,0.5683060109289617,0.4444444444444444,0.055846266
Original XGBoost,PR,0.5628415300546448,0.44206008583690987,0.05612032
Original XGBoost,PR,0.5628415300546448,0.44396551724137934,0.056509
Original XGBoost,PR,0.5628415300546448,0.4458874458874459,0.056545436
Original XGBoost,PR,0.5628415300546448,0.44782608695652176,0.056625508
Original XGBoost,PR,0.5628415300546448,0.4497816593886463,0.056754354
Original XGBoost,PR,0.5573770491803278,0.4473684210526316,0.0568611
Original XGBoost,PR,0.5573770491803278,0.44933920704845814,0.05687751
Original XGBoost,PR,0.5573770491803278,0.45132743362831856,0.057104573
Original XGBoost,PR,0.5573770491803278,0.4533333333333333,0.05711416
Original XGBoost,PR,0.5573770491803278,0.45535714285714285,0.057220332
Original XGBoost,PR,0.5573770491803278,0.45739910313901344,0.057291914
Original XGBoost,PR,0.5519125683060109,0.45495495495495497,0.057329938
Original XGBoost,PR,0.5519125683060109,0.45701357466063347,0.05768615
Original XGBoost,PR,0.5519125683060109,0.4590909090909091,0.058147278
Original XGBoost,PR,0.5519125683060109,0.4611872146118721,0.058151815
Original XGBoost,PR,0.5519125683060109,0.463302752293578,0.05841175
Original XGBoost,PR,0.5519125683060109,0.46543778801843316,0.058561206
Original XGBoost,PR,0.5519125683060109,0.4675925925925926,0.05946753
Original XGBoost,PR,0.546448087431694,0.46511627906976744,0.059500683
Original XGBoost,PR,0.546448087431694,0.4672897196261682,0.060296103
Original XGBoost,PR,0.546448087431694,0.4694835680751174,0.060648482
Original XGBoost,PR,0.546448087431694,0.4716981132075472,0.060717314
Original XGBoost,PR,0.546448087431694,0.47393364928909953,0.060818125
Original XGBoost,PR,0.546448087431694,0.47619047619047616,0.061507996
Original XGBoost,PR,0.546448087431694,0.4784688995215311,0.06171739
Original XGBoost,PR,0.5409836065573771,0.47596153846153844,0.061871372
Original XGBoost,PR,0.5355191256830601,0.47342995169082125,0.062226042
Original XGBoost,PR,0.5300546448087432,0.470873786407767,0.06274538
Original XGBoost,PR,0.5300546448087432,0.47317073170731705,0.063429795
Original XGBoost,PR,0.5245901639344263,0.47058823529411764,0.0636694
Original XGBoost,PR,0.5191256830601093,0.46798029556650245,0.06369664
Original XGBoost,PR,0.5191256830601093,0.47029702970297027,0.064445704
Original XGBoost,PR,0.5136612021857924,0.46766169154228854,0.06447244
Original XGBoost,PR,0.5136612021857924,0.47,0.06518599
Original XGBoost,PR,0.5136612021857924,0.4723618090452261,0.065202795
Original XGBoost,PR,0.5136612021857924,0.47474747474747475,0.06520926
Original XGBoost,PR,0.5136612021857924,0.47715736040609136,0.06533194
Original XGBoost,PR,0.5136612021857924,0.47959183673469385,0.06609182
Original XGBoost,PR,0.5081967213114754,0.47692307692307695,0.06610475
Original XGBoost,PR,0.5081967213114754,0.4793814432989691,0.06620004
Original XGBoost,PR,0.5081967213114754,0.48186528497409326,0.066378966
Original XGBoost,PR,0.5027322404371585,0.4791666666666667,0.06638003
Original XGBoost,PR,0.5027322404371585,0.4816753926701571,0.06638414
Original XGBoost,PR,0.5027322404371585,0.4842105263157895,0.0665847
Original XGBoost,PR,0.5027322404371585,0.48677248677248675,0.0666229
Original XGBoost,PR,0.4972677595628415,0.48404255319148937,0.06671433
Original XGBoost,PR,0.4918032786885246,0.48128342245989303,0.06810224
Original XGBoost,PR,0.4918032786885246,0.4838709677419355,0.06885138
Original XGBoost,PR,0.4918032786885246,0.4864864864864865,0.06905195
Original XGBoost,PR,0.48633879781420764,0.483695652173913,0.06912275
Original XGBoost,PR,0.48633879781420764,0.48633879781420764,0.06912311
Original XGBoost,PR,0.48633879781420764,0.489010989010989,0.06918429
Original XGBoost,PR,0.48633879781420764,0.49171270718232046,0.06921401
Original XGBoost,PR,0.48633879781420764,0.49444444444444446,0.06972654
Original XGBoost,PR,0.4808743169398907,0.49162011173184356,0.06978931
Original XGBoost,PR,0.4808743169398907,0.4943820224719101,0.06993592
Original XGBoost,PR,0.4808743169398907,0.4971751412429379,0.07105666
Original XGBoost,PR,0.4808743169398907,0.5,0.0716404
Original XGBoost,PR,0.4808743169398907,0.5028571428571429,0.07172563
Original XGBoost,PR,0.4808743169398907,0.5057471264367817,0.07223343
Original XGBoost,PR,0.47540983606557374,0.5028901734104047,0.0723984
Original XGBoost,PR,0.46994535519125685,0.5,0.07244034
Original XGBoost,PR,0.46994535519125685,0.5029239766081871,0.07249162
Original XGBoost,PR,0.46994535519125685,0.5058823529411764,0.07276592
Original XGBoost,PR,0.4644808743169399,0.5029585798816568,0.07348019
Original XGBoost,PR,0.45901639344262296,0.5,0.07357291
Original XGBoost,PR,0.453551912568306,0.49700598802395207,0.073844306
Original XGBoost,PR,0.453551912568306,0.5,0.07389896
Original XGBoost,PR,0.44808743169398907,0.49696969696969695,0.07457458
Original XGBoost,PR,0.44808743169398907,0.5,0.07457955
Original XGBoost,PR,0.44808743169398907,0.5030674846625767,0.07519273
Original XGBoost,PR,0.44808743169398907,0.5061728395061729,0.07535861
Original XGBoost,PR,0.44808743169398907,0.5093167701863354,0.07542301
Original XGBoost,PR,0.4426229508196721,0.50625,0.075445026
Original XGBoost,PR,0.4371584699453552,0.5031446540880503,0.07557371
Original XGBoost,PR,0.4371584699453552,0.5063291139240507,0.07719118
Original XGBoost,PR,0.4371584699453552,0.5095541401273885,0.07753343
Original XGBoost,PR,0.43169398907103823,0.5064102564102564,0.07768369
Original XGBoost,PR,0.4262295081967213,0.5032258064516129,0.077746846
Original XGBoost,PR,0.4207650273224044,0.5,0.0777484
Original XGBoost,PR,0.4207650273224044,0.5032679738562091,0.07864642
Original XGBoost,PR,0.4207650273224044,0.506578947368421,0.078739025
Original XGBoost,PR,0.4207650273224044,0.5099337748344371,0.07905687
Original XGBoost,PR,0.4207650273224044,0.5133333333333333,0.07933588
Original XGBoost,PR,0.4207650273224044,0.5167785234899329,0.07957454
Original XGBoost,PR,0.4207650273224044,0.5202702702702703,0.08065869
Original XGBoost,PR,0.4207650273224044,0.5238095238095238,0.081637725
Original XGBoost,PR,0.4207650273224044,0.5273972602739726,0.081761345
Original XGBoost,PR,0.41530054644808745,0.5241379310344828,0.081976555
Original XGBoost,PR,0.41530054644808745,0.5277777777777778,0.08264064
Original XGBoost,PR,0.41530054644808745,0.5314685314685315,0.083233885
Original XGBoost,PR,0.41530054644808745,0.5352112676056338,0.08353781
Original XGBoost,PR,0.41530054644808745,0.5390070921985816,0.08372663
Original XGBoost,PR,0.41530054644808745,0.5428571428571428,0.08401479
Original XGBoost,PR,0.41530054644808745,0.5467625899280576,0.086655825
Original XGBoost,PR,0.4098360655737705,0.5434782608695652,0.08667971
Original XGBoost,PR,0.4098360655737705,0.5474452554744526,0.08731782
Original XGBoost,PR,0.4098360655737705,0.5514705882352942,0.08883487
Original XGBoost,PR,0.4098360655737705,0.5555555555555556,0.08886644
Original XGBoost,PR,0.4098360655737705,0.5597014925373134,0.0896293
Original XGBoost,PR,0.4098360655737705,0.5639097744360902,0.08997103
Original XGBoost,PR,0.4098360655737705,0.5681818181818182,0.091372326
Original XGBoost,PR,0.40437158469945356,0.5648854961832062,0.09334426
Original XGBoost,PR,0.3989071038251366,0.5615384615384615,0.093709566
Original XGBoost,PR,0.3989071038251366,0.5658914728682171,0.09474019
Original XGBoost,PR,0.3989071038251366,0.5703125,0.09501373
Original XGBoost,PR,0.3989071038251366,0.5748031496062992,0.09613171
Original XGBoost,PR,0.3989071038251366,0.5793650793650794,0.0963829
Original XGBoost,PR,0.39344262295081966,0.576,0.096738726
Original XGBoost,PR,0.39344262295081966,0.5806451612903226,0.09689617
Original XGBoost,PR,0.39344262295081966,0.5853658536585366,0.09740593
Original XGBoost,PR,0.3879781420765027,0.5819672131147541,0.09967709
Original XGBoost,PR,0.3825136612021858,0.5785123966942148,0.10076177
Original XGBoost,PR,0.3825136612021858,0.5833333333333334,0.103033304
Original XGBoost,PR,0.3825136612021858,0.5882352941176471,0.10380967
Original XGBoost,PR,0.3825136612021858,0.5932203389830508,0.10416794
Original XGBoost,PR,0.3770491803278688,0.5897435897435898,0.10432065
Original XGBoost,PR,0.3770491803278688,0.5948275862068966,0.1046242
Original XGBoost,PR,0.3770491803278688,0.6,0.1049796
Original XGBoost,PR,0.37158469945355194,0.5964912280701754,0.10714222
Original XGBoost,PR,0.366120218579235,0.5929203539823009,0.108965605
Original XGBoost,PR,0.366120218579235,0.5982142857142857,0.10959535
Original XGBoost,PR,0.366120218579235,0.6036036036036037,0.10997143
Original XGBoost,PR,0.366120218579235,0.6090909090909091,0.11010199
Original XGBoost,PR,0.366120218579235,0.6146788990825688,0.111248046
Original XGBoost,PR,0.366120218579235,0.6203703703703703,0.11207962
Original XGBoost,PR,0.36065573770491804,0.616822429906542,0.112892546
Original XGBoost,PR,0.3551912568306011,0.6132075471698113,0.113497764
Original XGBoost,PR,0.3551912568306011,0.6190476190476191,0.113545895
Original XGBoost,PR,0.3551912568306011,0.625,0.11399456
Original XGBoost,PR,0.3551912568306011,0.6310679611650486,0.11475017
Original XGBoost,PR,0.3551912568306011,0.6372549019607843,0.115549445
Original XGBoost,PR,0.3551912568306011,0.6435643564356436,0.1158416
Original XGBoost,PR,0.3551912568306011,0.65,0.11588085
Original XGBoost,PR,0.34972677595628415,0.6464646464646465,0.11690369
Original XGBoost,PR,0.34972677595628415,0.6530612244897959,0.11725569
Original XGBoost,PR,0.34972677595628415,0.6597938144329897,0.12031878
Original XGBoost,PR,0.3442622950819672,0.65625,0.12057978
Original XGBoost,PR,0.33879781420765026,0.6526315789473685,0.120794185
Original XGBoost,PR,0.3333333333333333,0.648936170212766,0.12131111
Original XGBoost,PR,0.32786885245901637,0.6451612903225806,0.121476315
Original XGBoost,PR,0.32786885245901637,0.6521739130434783,0.12286919
Original XGBoost,PR,0.32786885245901637,0.6593406593406593,0.12334941
Original XGBoost,PR,0.32786885245901637,0.6666666666666666,0.12355195
Original XGBoost,PR,0.3224043715846995,0.6629213483146067,0.12372526
Original XGBoost,PR,0.31693989071038253,0.6590909090909091,0.12393979
Original XGBoost,PR,0.31693989071038253,0.6666666666666666,0.124191776
Original XGBoost,PR,0.31693989071038253,0.6744186046511628,0.12433665
Original XGBoost,PR,0.3114754098360656,0.6705882352941176,0.12443729
Original XGBoost,PR,0.30601092896174864,0.6666666666666666,0.12478948
Original XGBoost,PR,0.3005464480874317,0.6626506024096386,0.12482578
Original XGBoost,PR,0.29508196721311475,0.6585365853658537,0.12577666
Original XGBoost,PR,0.29508196721311475,0.6666666666666666,0.12812318
Original XGBoost,PR,0.2896174863387978,0.6625,0.12852477
Original XGBoost,PR,0.2896174863387978,0.6708860759493671,0.13033321
Original XGBoost,PR,0.2896174863387978,0.6794871794871795,0.13127989
Original XGBoost,PR,0.2896174863387978,0.6883116883116883,0.13159698
Original XGBoost,PR,0.2896174863387978,0.6973684210526315,0.13162377
Original XGBoost,PR,0.28415300546448086,0.6933333333333334,0.13208193
Original XGBoost,PR,0.2786885245901639,0.6891891891891891,0.13237017
Original XGBoost,PR,0.273224043715847,0.684931506849315,0.13280112
Original XGBoost,PR,0.2677595628415301,0.6805555555555556,0.13512284
Original XGBoost,PR,0.2677595628415301,0.6901408450704225,0.13593277
Original XGBoost,PR,0.2677595628415301,0.7,0.13681348
Original XGBoost,PR,0.2677595628415301,0.7101449275362319,0.13851905
Original XGBoost,PR,0.2677595628415301,0.7205882352941176,0.13937695
Original XGBoost,PR,0.26229508196721313,0.7164179104477612,0.13949269
Original XGBoost,PR,0.26229508196721313,0.7272727272727273,0.13999724
Original XGBoost,PR,0.2568306010928962,0.7230769230769231,0.14231013
Original XGBoost,PR,0.25136612021857924,0.71875,0.14875461
Original XGBoost,PR,0.25136612021857924,0.7301587301587301,0.15049566
Original XGBoost,PR,0.2459016393442623,0.7258064516129032,0.15088552
Original XGBoost,PR,0.2459016393442623,0.7377049180327869,0.15582813
Original XGBoost,PR,0.2459016393442623,0.75,0.16041806
Original XGBoost,PR,0.2459016393442623,0.7627118644067796,0.16195798
Original XGBoost,PR,0.24043715846994534,0.7586206896551724,0.16482116
Original XGBoost,PR,0.23497267759562843,0.7543859649122807,0.16485988
Original XGBoost,PR,0.22950819672131148,0.75,0.16640057
Original XGBoost,PR,0.22404371584699453,0.7454545454545455,0.1667445
Original XGBoost,PR,0.2185792349726776,0.7407407407407407,0.16702442
Original XGBoost,PR,0.2185792349726776,0.7547169811320755,0.16960536
Original XGBoost,PR,0.2185792349726776,0.7692307692307693,0.16970167
Original XGBoost,PR,0.2185792349726776,0.7843137254901961,0.16986759
Original XGBoost,PR,0.21311475409836064,0.78,0.17111926
Original XGBoost,PR,0.20765027322404372,0.7755102040816326,0.17210309
Original XGBoost,PR,0.20765027322404372,0.7916666666666666,0.17482488
Original XGBoost,PR,0.20765027322404372,0.8085106382978723,0.17526582
Original XGBoost,PR,0.20218579234972678,0.8043478260869565,0.17902526
Original XGBoost,PR,0.20218579234972678,0.8222222222222222,0.18373221
Original XGBoost,PR,0.20218579234972678,0.8409090909090909,0.18647371
Original XGBoost,PR,0.19672131147540983,0.8372093023255814,0.19382253
Original XGBoost,PR,0.1912568306010929,0.8333333333333334,0.19420233
Original XGBoost,PR,0.18579234972677597,0.8292682926829268,0.20000173
Original XGBoost,PR,0.18579234972677597,0.85,0.20499784
Original XGBoost,PR,0.18579234972677597,0.8717948717948718,0.21583726
Original XGBoost,PR,0.18032786885245902,0.868421052631579,0.21734366
Original XGBoost,PR,0.18032786885245902,0.8918918918918919,0.21734686
Original XGBoost,PR,0.17486338797814208,0.8888888888888888,0.2204668
Original XGBoost,PR,0.17486338797814208,0.9142857142857143,0.23046333
Original XGBoost,PR,0.17486338797814208,0.9411764705882353,0.23331273
Original XGBoost,PR,0.16939890710382513,0.9393939393939394,0.23518904
Original XGBoost,PR,0.16393442622950818,0.9375,0.24094138
Original XGBoost,PR,0.16393442622950818,0.967741935483871,0.24757335
Original XGBoost,PR,0.15846994535519127,0.9666666666666667,0.26718235
Original XGBoost,PR,0.15300546448087432,0.9655172413793104,0.27452
Original XGBoost,PR,0.14754098360655737,0.9642857142857143,0.28447127
Original XGBoost,PR,0.14207650273224043,0.9629629629629629,0.28517658
Original XGBoost,PR,0.1366120218579235,0.9615384615384616,0.28714296
Original XGBoost,PR,0.13114754098360656,0.96,0.30711985
Original XGBoost,PR,0.12568306010928962,0.9583333333333334,0.31572664
Original XGBoost,PR,0.12021857923497267,0.9565217391304348,0.3353027
Original XGBoost,PR,0.11475409836065574,0.9545454545454546,0.35515013
Original XGBoost,PR,0.1092896174863388,0.9523809523809523,0.36622176
Original XGBoost,PR,0.10382513661202186,0.95,0.383329
Original XGBoost,PR,0.09836065573770492,0.9473684210526315,0.4564737
Original XGBoost,PR,0.09289617486338798,0.9444444444444444,0.4596779
Original XGBoost,PR,0.08743169398907104,0.9411764705882353,0.47026417
Original XGBoost,PR,0.08196721311475409,0.9375,0.48247725
Original XGBoost,PR,0.07650273224043716,0.9333333333333333,0.5100693
Original XGBoost,PR,0.07650273224043716,1.0,0.5646127
Original XGBoost,PR,0.07103825136612021,1.0,0.60602075
Original XGBoost,PR,0.06557377049180328,1.0,0.6221961
Original XGBoost,PR,0.060109289617486336,1.0,0.6423688
Original XGBoost,PR,0.0546448087431694,1.0,0.66865593
Original XGBoost,PR,0.04918032786885246,1.0,0.67131346
Original XGBoost,PR,0.04371584699453552,1.0,0.6844519
Original XGBoost,PR,0.03825136612021858,1.0,0.72155845
Original XGBoost,PR,0.03278688524590164,1.0,0.73128366
Original XGBoost,PR,0.0273224043715847,1.0,0.7382442
Original XGBoost,PR,0.02185792349726776,1.0,0.78875107
Original XGBoost,PR,0.01639344262295082,1.0,0.8309354
Original XGBoost,PR,0.01092896174863388,1.0,0.84072906
Original XGBoost,PR,0.00546448087431694,1.0,0.9038967
Original XGBoost,PR,0.0,1.0,
Enhanced XGBoost,ROC,0.0,0.0,inf
Enhanced XGBoost,ROC,0.0,0.00546448087431694,0.92377454
Enhanced XGBoost,ROC,0.0,0.0546448087431694,0.62521815
Enhanced XGBoost,ROC,0.002976190476190476,0.0546448087431694,0.47712025
Enhanced XGBoost,ROC,0.002976190476190476,0.14754098360655737,0.1438238
Enhanced XGBoost,ROC,0.005952380952380952,0.14754098360655737,0.1427047
Enhanced XGBoost,ROC,0.005952380952380952,0.1912568306010929,0.110887624
Enhanced XGBoost,ROC,0.008928571428571428,0.1912568306010929,0.10924956
Enhanced XGBoost,ROC,0.008928571428571428,0.2185792349726776,0.088973
Enhanced XGBoost,ROC,0.023809523809523808,0.2185792349726776,0.053051256
Enhanced XGBoost,ROC,0.023809523809523808,0.22404371584699453,0.04775187
Enhanced XGBoost,ROC,0.02976190476190476,0.22404371584699453,0.04300598
Enhanced XGBoost,ROC,0.02976190476190476,0.22950819672131148,0.041259453
Enhanced XGBoost,ROC,0.03273809523809524,0.22950819672131148,0.04075995
Enhanced XGBoost,ROC,0.03273809523809524,0.2459016393442623,0.029712487
Enhanced XGBoost,ROC,0.03571428571428571,0.2459016393442623,0.029703923
Enhanced XGBoost,ROC,0.03571428571428571,0.25136612021857924,0.02967695
Enhanced XGBoost,ROC,0.047619047619047616,0.25136612021857924,0.027145246
Enhanced XGBoost,ROC,0.047619047619047616,0.2568306010928962,0.02647276
Enhanced XGBoost,ROC,0.050595238095238096,0.2568306010928962,0.025516544
Enhanced XGBoost,ROC,0.050595238095238096,0.273224043715847,0.024194447
Enhanced XGBoost,ROC,0.05654761904761905,0.273224043715847,0.023577824
Enhanced XGBoost,ROC,0.05654761904761905,0.2786885245901639,0.023093523
Enhanced XGBoost,ROC,0.0625,0.2786885245901639,0.022254398
Enhanced XGBoost,ROC,0.0625,0.28415300546448086,0.021861125
Enhanced XGBoost,ROC,0.06845238095238096,0.28415300546448086,0.021383118
Enhanced XGBoost,ROC,0.06845238095238096,0.2896174863387978,0.02062173
Enhanced XGBoost,ROC,0.07142857142857142,0.2896174863387978,0.020600867
Enhanced XGBoost,ROC,0.07142857142857142,0.3005464480874317,0.019748507
Enhanced XGBoost,ROC,0.07738095238095238,0.3005464480874317,0.019371478
Enhanced XGBoost,ROC,0.07738095238095238,0.3224043715846995,0.018119987
Enhanced XGBoost,ROC,0.08035714285714286,0.3224043715846995,0.018110326
Enhanced XGBoost,ROC,0.08035714285714286,0.3333333333333333,0.017486423
Enhanced XGBoost,ROC,0.08333333333333333,0.3333333333333333,0.017301222
Enhanced XGBoost,ROC,0.08333333333333333,0.34972677595628415,0.01571263
Enhanced XGBoost,ROC,0.08630952380952381,0.34972677595628415,0.015561996
Enhanced XGBoost,ROC,0.08630952380952381,0.36065573770491804,0.014989634
Enhanced XGBoost,ROC,0.09821428571428571,0.36065573770491804,0.01427533
Enhanced XGBoost,ROC,0.09821428571428571,0.37158469945355194,0.014092291
Enhanced XGBoost,ROC,0.10119047619047619,0.37158469945355194,0.013530321
Enhanced XGBoost,ROC,0.10119047619047619,0.3825136612021858,0.012862264
Enhanced XGBoost,ROC,0.10416666666666667,0.3825136612021858,0.012504435
Enhanced XGBoost,ROC,0.10416666666666667,0.3879781420765027,0.012395478
Enhanced XGBoost,ROC,0.10714285714285714,0.3879781420765027,0.012294641
Enhanced XGBoost,ROC,0.10714285714285714,0.40437158469945356,0.012031336
Enhanced XGBoost,ROC,0.1130952380952381,0.40437158469945356,0.011509549
Enhanced XGBoost,ROC,0.1130952380952381,0.4098360655737705,0.011509153
Enhanced XGBoost,ROC,0.11904761904761904,0.4098360655737705,0.011451969
Enhanced XGBoost,ROC,0.11904761904761904,0.4207650273224044,0.011216693
Enhanced XGBoost,ROC,0.13392857142857142,0.4207650273224044,0.010531203
Enhanced XGBoost,ROC,0.13392857142857142,0.4262295081967213,0.010509943
Enhanced XGBoost,ROC,0.14285714285714285,0.4262295081967213,0.010010598
Enhanced XGBoost,ROC,0.14285714285714285,0.4371584699453552,0.009869962
Enhanced XGBoost,ROC,0.15476190476190477,0.4371584699453552,0.009523538
Enhanced XGBoost,ROC,0.15476190476190477,0.44808743169398907,0.009381611
Enhanced XGBoost,ROC,0.16071428571428573,0.44808743169398907,0.00911154
Enhanced XGBoost,ROC,0.16071428571428573,0.4644808743169399,0.008956978
Enhanced XGBoost,ROC,0.1636904761904762,0.4644808743169399,0.00885373
Enhanced XGBoost,ROC,0.1636904761904762,0.46994535519125685,0.0088356715
Enhanced XGBoost,ROC,0.16666666666666666,0.46994535519125685,0.008759359
